emoji,desc,unicode
🚣🏿‍♀️,Donna In Barca A Remi Carnagione Scura,U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F
🏊,Persona Che Nuota,U+1F3CA
🏊🏻,Persona Che Nuota Carnagione Chiara,U+1F3CA U+1F3FB
🏊🏼,Persona Che Nuota Carnagione Abbastanza Chiara,U+1F3CA U+1F3FC
🏊🏽,Persona Che Nuota Carnagione Olivastra,U+1F3CA U+1F3FD
🏊🏾,Persona Che Nuota Carnagione Abbastanza Scura,U+1F3CA U+1F3FE
🏊🏿,Persona Che Nuota Carnagione Scura,U+1F3CA U+1F3FF
🏊‍♂️,Nuotatore,U+1F3CA U+200D U+2642 U+FE0F
🏊🏻‍♂️,Nuotatore Carnagione Chiara,U+1F3CA U+1F3FB U+200D U+2642 U+FE0F
🏊🏼‍♂️,Nuotatore Carnagione Abbastanza Chiara,U+1F3CA U+1F3FC U+200D U+2642 U+FE0F
🏊🏽‍♂️,Nuotatore Carnagione Olivastra,U+1F3CA U+1F3FD U+200D U+2642 U+FE0F
🏊🏾‍♂️,Nuotatore Carnagione Abbastanza Scura,U+1F3CA U+1F3FE U+200D U+2642 U+FE0F
🏊🏿‍♂️,Nuotatore Carnagione Scura,U+1F3CA U+1F3FF U+200D U+2642 U+FE0F
🏊‍♀️,Nuotatrice,U+1F3CA U+200D U+2640 U+FE0F
🏊🏻‍♀️,Nuotatrice Carnagione Chiara,U+1F3CA U+1F3FB U+200D U+2640 U+FE0F
🏊🏼‍♀️,Nuotatrice Carnagione Abbastanza Chiara,U+1F3CA U+1F3FC U+200D U+2640 U+FE0F
🏊🏽‍♀️,Nuotatrice Carnagione Olivastra,U+1F3CA U+1F3FD U+200D U+2640 U+FE0F
🏊🏾‍♀️,Nuotatrice Carnagione Abbastanza Scura,U+1F3CA U+1F3FE U+200D U+2640 U+FE0F
🏊🏿‍♀️,Nuotatrice Carnagione Scura,U+1F3CA U+1F3FF U+200D U+2640 U+FE0F
⛹️,Persona Che Fa Rimbalzare Una Palla,U+26F9 U+FE0F
⛹🏻,Persona Che Fa Rimbalzare Una Palla Carnagione Chiara,U+26F9 U+1F3FB
⛹🏼,Persona Che Fa Rimbalzare Una Palla Carnagione Abbastanza Chiara,U+26F9 U+1F3FC
⛹🏽,Persona Che Fa Rimbalzare Una Palla Carnagione Olivastra,U+26F9 U+1F3FD
⛹🏾,Persona Che Fa Rimbalzare Una Palla Carnagione Abbastanza Scura,U+26F9 U+1F3FE
⛹🏿,Persona Che Fa Rimbalzare Una Palla Carnagione Scura,U+26F9 U+1F3FF
⛹️‍♂️,Uomo Che Fa Rimbalzare Una Palla,U+26F9 U+FE0F U+200D U+2642 U+FE0F
⛹🏻‍♂️,Uomo Che Fa Rimbalzare Una Palla Carnagione Chiara,U+26F9 U+1F3FB U+200D U+2642 U+FE0F
⛹🏼‍♂️,Uomo Che Fa Rimbalzare Una Palla Carnagione Abbastanza Chiara,U+26F9 U+1F3FC U+200D U+2642 U+FE0F
⛹🏽‍♂️,Uomo Che Fa Rimbalzare Una Palla Carnagione Olivastra,U+26F9 U+1F3FD U+200D U+2642 U+FE0F
⛹🏾‍♂️,Uomo Che Fa Rimbalzare Una Palla Carnagione Abbastanza Scura,U+26F9 U+1F3FE U+200D U+2642 U+FE0F
⛹🏿‍♂️,Uomo Che Fa Rimbalzare Una Palla Carnagione Scura,U+26F9 U+1F3FF U+200D U+2642 U+FE0F
⛹️‍♀️,Donna Che Fa Rimbalzare Una Palla,U+26F9 U+FE0F U+200D U+2640 U+FE0F
⛹🏻‍♀️,Donna Che Fa Rimbalzare Una Palla Carnagione Chiara,U+26F9 U+1F3FB U+200D U+2640 U+FE0F
⛹🏼‍♀️,Donna Che Fa Rimbalzare Una Palla Carnagione Abbastanza Chiara,U+26F9 U+1F3FC U+200D U+2640 U+FE0F
⛹🏽‍♀️,Donna Che Fa Rimbalzare Una Palla Carnagione Olivastra,U+26F9 U+1F3FD U+200D U+2640 U+FE0F
⛹🏾‍♀️,Donna Che Fa Rimbalzare Una Palla Carnagione Abbastanza Scura,U+26F9 U+1F3FE U+200D U+2640 U+FE0F
⛹🏿‍♀️,Donna Che Fa Rimbalzare Una Palla Carnagione Scura,U+26F9 U+1F3FF U+200D U+2640 U+FE0F
🏋️,Persona Che Solleva Pesi,U+1F3CB U+FE0F
🏋🏻,Persona Che Solleva Pesi Carnagione Chiara,U+1F3CB U+1F3FB
🏋🏼,Persona Che Solleva Pesi Carnagione Abbastanza Chiara,U+1F3CB U+1F3FC
🏋🏽,Persona Che Solleva Pesi Carnagione Olivastra,U+1F3CB U+1F3FD
🏋🏾,Persona Che Solleva Pesi Carnagione Abbastanza Scura,U+1F3CB U+1F3FE
🏋🏿,Persona Che Solleva Pesi Carnagione Scura,U+1F3CB U+1F3FF
🏋️‍♂️,Uomo Che Solleva Pesi,U+1F3CB U+FE0F U+200D U+2642 U+FE0F
🏋🏻‍♂️,Uomo Che Solleva Pesi Carnagione Chiara,U+1F3CB U+1F3FB U+200D U+2642 U+FE0F
🏋🏼‍♂️,Uomo Che Solleva Pesi Carnagione Abbastanza Chiara,U+1F3CB U+1F3FC U+200D U+2642 U+FE0F
🏋🏽‍♂️,Uomo Che Solleva Pesi Carnagione Olivastra,U+1F3CB U+1F3FD U+200D U+2642 U+FE0F
🏋🏾‍♂️,Uomo Che Solleva Pesi Carnagione Abbastanza Scura,U+1F3CB U+1F3FE U+200D U+2642 U+FE0F
🏋🏿‍♂️,Uomo Che Solleva Pesi Carnagione Scura,U+1F3CB U+1F3FF U+200D U+2642 U+FE0F
🏋️‍♀️,Donna Che Solleva Pesi,U+1F3CB U+FE0F U+200D U+2640 U+FE0F
🏋🏻‍♀️,Donna Che Solleva Pesi Carnagione Chiara,U+1F3CB U+1F3FB U+200D U+2640 U+FE0F
🏋🏼‍♀️,Donna Che Solleva Pesi Carnagione Abbastanza Chiara,U+1F3CB U+1F3FC U+200D U+2640 U+FE0F
🏋🏽‍♀️,Donna Che Solleva Pesi Carnagione Olivastra,U+1F3CB U+1F3FD U+200D U+2640 U+FE0F
🏋🏾‍♀️,Donna Che Solleva Pesi Carnagione Abbastanza Scura,U+1F3CB U+1F3FE U+200D U+2640 U+FE0F
🏋🏿‍♀️,Donna Che Solleva Pesi Carnagione Scura,U+1F3CB U+1F3FF U+200D U+2640 U+FE0F
🚴,Ciclista,U+1F6B4
🚴🏻,Ciclista Carnagione Chiara,U+1F6B4 U+1F3FB
🚴🏼,Ciclista Carnagione Abbastanza Chiara,U+1F6B4 U+1F3FC
🚴🏽,Ciclista Carnagione Olivastra,U+1F6B4 U+1F3FD
🚴🏾,Ciclista Carnagione Abbastanza Scura,U+1F6B4 U+1F3FE
🚴🏿,Ciclista Carnagione Scura,U+1F6B4 U+1F3FF
🚴‍♂️,Ciclista Uomo,U+1F6B4 U+200D U+2642 U+FE0F
🚴🏻‍♂️,Ciclista Uomo Carnagione Chiara,U+1F6B4 U+1F3FB U+200D U+2642 U+FE0F
🚴🏼‍♂️,Ciclista Uomo Carnagione Abbastanza Chiara,U+1F6B4 U+1F3FC U+200D U+2642 U+FE0F
🚴🏽‍♂️,Ciclista Uomo Carnagione Olivastra,U+1F6B4 U+1F3FD U+200D U+2642 U+FE0F
🚴🏾‍♂️,Ciclista Uomo Carnagione Abbastanza Scura,U+1F6B4 U+1F3FE U+200D U+2642 U+FE0F
🚴🏿‍♂️,Ciclista Uomo Carnagione Scura,U+1F6B4 U+1F3FF U+200D U+2642 U+FE0F
🚴‍♀️,Ciclista Donna,U+1F6B4 U+200D U+2640 U+FE0F
🚴🏻‍♀️,Ciclista Donna Carnagione Chiara,U+1F6B4 U+1F3FB U+200D U+2640 U+FE0F
🚴🏼‍♀️,Ciclista Donna Carnagione Abbastanza Chiara,U+1F6B4 U+1F3FC U+200D U+2640 U+FE0F
🚴🏽‍♀️,Ciclista Donna Carnagione Olivastra,U+1F6B4 U+1F3FD U+200D U+2640 U+FE0F
🚴🏾‍♀️,Ciclista Donna Carnagione Abbastanza Scura,U+1F6B4 U+1F3FE U+200D U+2640 U+FE0F
🚴🏿‍♀️,Ciclista Donna Carnagione Scura,U+1F6B4 U+1F3FF U+200D U+2640 U+FE0F
🚵,Ciclista Di Mountain Bike,U+1F6B5
🚵🏻,Ciclista Di Mountain Bike Carnagione Chiara,U+1F6B5 U+1F3FB
🚵🏼,Ciclista Di Mountain Bike Carnagione Abbastanza Chiara,U+1F6B5 U+1F3FC
🚵🏽,Ciclista Di Mountain Bike Carnagione Olivastra,U+1F6B5 U+1F3FD
🚵🏾,Ciclista Di Mountain Bike Carnagione Abbastanza Scura,U+1F6B5 U+1F3FE
🚵🏿,Ciclista Di Mountain Bike Carnagione Scura,U+1F6B5 U+1F3FF
🚵‍♂️,Ciclista Uomo Di Mountain Bike,U+1F6B5 U+200D U+2642 U+FE0F
🚵🏻‍♂️,Ciclista Uomo Di Mountain Bike Carnagione Chiara,U+1F6B5 U+1F3FB U+200D U+2642 U+FE0F
🚵🏼‍♂️,Ciclista Uomo Di Mountain Bike Carnagione Abbastanza Chiara,U+1F6B5 U+1F3FC U+200D U+2642 U+FE0F
🚵🏽‍♂️,Ciclista Uomo Di Mountain Bike Carnagione Olivastra,U+1F6B5 U+1F3FD U+200D U+2642 U+FE0F
🚵🏾‍♂️,Ciclista Uomo Di Mountain Bike Carnagione Abbastanza Scura,U+1F6B5 U+1F3FE U+200D U+2642 U+FE0F
🚵🏿‍♂️,Ciclista Uomo Di Mountain Bike Carnagione Scura,U+1F6B5 U+1F3FF U+200D U+2642 U+FE0F
🚵‍♀️,Ciclista Donna Di Mountain Bike,U+1F6B5 U+200D U+2640 U+FE0F
🚵🏻‍♀️,Ciclista Donna Di Mountain Bike Carnagione Chiara,U+1F6B5 U+1F3FB U+200D U+2640 U+FE0F
🚵🏼‍♀️,Ciclista Donna Di Mountain Bike Carnagione Abbastanza Chiara,U+1F6B5 U+1F3FC U+200D U+2640 U+FE0F
🚵🏽‍♀️,Ciclista Donna Di Mountain Bike Carnagione Olivastra,U+1F6B5 U+1F3FD U+200D U+2640 U+FE0F
🚵🏾‍♀️,Ciclista Donna Di Mountain Bike Carnagione Abbastanza Scura,U+1F6B5 U+1F3FE U+200D U+2640 U+FE0F
🚵🏿‍♀️,Ciclista Donna Di Mountain Bike Carnagione Scura,U+1F6B5 U+1F3FF U+200D U+2640 U+FE0F
🤸,Persona Che Fa La Ruota,U+1F938
🤸🏻,Persona Che Fa La Ruota Carnagione Chiara,U+1F938 U+1F3FB
🤸🏼,Persona Che Fa La Ruota Carnagione Abbastanza Chiara,U+1F938 U+1F3FC
🤸🏽,Persona Che Fa La Ruota Carnagione Olivastra,U+1F938 U+1F3FD
🤸🏾,Persona Che Fa La Ruota Carnagione Abbastanza Scura,U+1F938 U+1F3FE
🤸🏿,Persona Che Fa La Ruota Carnagione Scura,U+1F938 U+1F3FF
🤸‍♂️,Uomo Che Fa La Ruota,U+1F938 U+200D U+2642 U+FE0F
🤸🏻‍♂️,Uomo Che Fa La Ruota Carnagione Chiara,U+1F938 U+1F3FB U+200D U+2642 U+FE0F
🤸🏼‍♂️,Uomo Che Fa La Ruota Carnagione Abbastanza Chiara,U+1F938 U+1F3FC U+200D U+2642 U+FE0F
🤸🏽‍♂️,Uomo Che Fa La Ruota Carnagione Olivastra,U+1F938 U+1F3FD U+200D U+2642 U+FE0F
🤸🏾‍♂️,Uomo Che Fa La Ruota Carnagione Abbastanza Scura,U+1F938 U+1F3FE U+200D U+2642 U+FE0F
🤸🏿‍♂️,Uomo Che Fa La Ruota Carnagione Scura,U+1F938 U+1F3FF U+200D U+2642 U+FE0F
🤸‍♀️,Donna Che Fa La Ruota,U+1F938 U+200D U+2640 U+FE0F
🤸🏻‍♀️,Donna Che Fa La Ruota Carnagione Chiara,U+1F938 U+1F3FB U+200D U+2640 U+FE0F
🤸🏼‍♀️,Donna Che Fa La Ruota Carnagione Abbastanza Chiara,U+1F938 U+1F3FC U+200D U+2640 U+FE0F
🤸🏽‍♀️,Donna Che Fa La Ruota Carnagione Olivastra,U+1F938 U+1F3FD U+200D U+2640 U+FE0F
🤸🏾‍♀️,Donna Che Fa La Ruota Carnagione Abbastanza Scura,U+1F938 U+1F3FE U+200D U+2640 U+FE0F
🤸🏿‍♀️,Donna Che Fa La Ruota Carnagione Scura,U+1F938 U+1F3FF U+200D U+2640 U+FE0F
🤼,Persone Che Fanno La Lotta,U+1F93C
🤼‍♂️,Lottatori,U+1F93C U+200D U+2642 U+FE0F
🤼‍♀️,Lottatrici,U+1F93C U+200D U+2640 U+FE0F
🤽,Persona Che Gioca A Pallanuoto,U+1F93D
🤽🏻,Persona Che Gioca A Pallanuoto Carnagione Chiara,U+1F93D U+1F3FB
🤽🏼,Persona Che Gioca A Pallanuoto Carnagione Abbastanza Chiara,U+1F93D U+1F3FC
🤽🏽,Persona Che Gioca A Pallanuoto Carnagione Olivastra,U+1F93D U+1F3FD
🤽🏾,Persona Che Gioca A Pallanuoto Carnagione Abbastanza Scura,U+1F93D U+1F3FE
🤽🏿,Persona Che Gioca A Pallanuoto Carnagione Scura,U+1F93D U+1F3FF
🤽‍♂️,Pallanuotista Uomo,U+1F93D U+200D U+2642 U+FE0F
🤽🏻‍♂️,Pallanuotista Uomo Carnagione Chiara,U+1F93D U+1F3FB U+200D U+2642 U+FE0F
🤽🏼‍♂️,Pallanuotista Uomo Carnagione Abbastanza Chiara,U+1F93D U+1F3FC U+200D U+2642 U+FE0F
🤽🏽‍♂️,Pallanuotista Uomo Carnagione Olivastra,U+1F93D U+1F3FD U+200D U+2642 U+FE0F
🤽🏾‍♂️,Pallanuotista Uomo Carnagione Abbastanza Scura,U+1F93D U+1F3FE U+200D U+2642 U+FE0F
🤽🏿‍♂️,Pallanuotista Uomo Carnagione Scura,U+1F93D U+1F3FF U+200D U+2642 U+FE0F
🤽‍♀️,Pallanuotista Donna,U+1F93D U+200D U+2640 U+FE0F
🤽🏻‍♀️,Pallanuotista Donna Carnagione Chiara,U+1F93D U+1F3FB U+200D U+2640 U+FE0F
🤽🏼‍♀️,Pallanuotista Donna Carnagione Abbastanza Chiara,U+1F93D U+1F3FC U+200D U+2640 U+FE0F
🤽🏽‍♀️,Pallanuotista Donna Carnagione Olivastra,U+1F93D U+1F3FD U+200D U+2640 U+FE0F
🤽🏾‍♀️,Pallanuotista Donna Carnagione Abbastanza Scura,U+1F93D U+1F3FE U+200D U+2640 U+FE0F
🤽🏿‍♀️,Pallanuotista Donna Carnagione Scura,U+1F93D U+1F3FF U+200D U+2640 U+FE0F
🤾,Persona Che Gioca A Pallamano,U+1F93E
🤾🏻,Persona Che Gioca A Pallamano Carnagione Chiara,U+1F93E U+1F3FB
🤾🏼,Persona Che Gioca A Pallamano Carnagione Abbastanza Chiara,U+1F93E U+1F3FC
🤾🏽,Persona Che Gioca A Pallamano Carnagione Olivastra,U+1F93E U+1F3FD
🤾🏾,Persona Che Gioca A Pallamano Carnagione Abbastanza Scura,U+1F93E U+1F3FE
🤾🏿,Persona Che Gioca A Pallamano Carnagione Scura,U+1F93E U+1F3FF
🤾‍♂️,Pallamanista Uomo,U+1F93E U+200D U+2642 U+FE0F
🤾🏻‍♂️,Pallamanista Uomo Carnagione Chiara,U+1F93E U+1F3FB U+200D U+2642 U+FE0F
🤾🏼‍♂️,Pallamanista Uomo Carnagione Abbastanza Chiara,U+1F93E U+1F3FC U+200D U+2642 U+FE0F
🤾🏽‍♂️,Pallamanista Uomo Carnagione Olivastra,U+1F93E U+1F3FD U+200D U+2642 U+FE0F
🤾🏾‍♂️,Pallamanista Uomo Carnagione Abbastanza Scura,U+1F93E U+1F3FE U+200D U+2642 U+FE0F
🤾🏿‍♂️,Pallamanista Uomo Carnagione Scura,U+1F93E U+1F3FF U+200D U+2642 U+FE0F
🤾‍♀️,Pallamanista Donna,U+1F93E U+200D U+2640 U+FE0F
🤾🏻‍♀️,Pallamanista Donna Carnagione Chiara,U+1F93E U+1F3FB U+200D U+2640 U+FE0F
🤾🏼‍♀️,Pallamanista Donna Carnagione Abbastanza Chiara,U+1F93E U+1F3FC U+200D U+2640 U+FE0F
🤾🏽‍♀️,Pallamanista Donna Carnagione Olivastra,U+1F93E U+1F3FD U+200D U+2640 U+FE0F
🤾🏾‍♀️,Pallamanista Donna Carnagione Abbastanza Scura,U+1F93E U+1F3FE U+200D U+2640 U+FE0F
🤾🏿‍♀️,Pallamanista Donna Carnagione Scura,U+1F93E U+1F3FF U+200D U+2640 U+FE0F
🤹,Persona Che Fa Giocoleria,U+1F939
🤹🏻,Persona Che Fa Giocoleria Carnagione Chiara,U+1F939 U+1F3FB
🤹🏼,Persona Che Fa Giocoleria Carnagione Abbastanza Chiara,U+1F939 U+1F3FC
🤹🏽,Persona Che Fa Giocoleria Carnagione Olivastra,U+1F939 U+1F3FD
🤹🏾,Persona Che Fa Giocoleria Carnagione Abbastanza Scura,U+1F939 U+1F3FE
🤹🏿,Persona Che Fa Giocoleria Carnagione Scura,U+1F939 U+1F3FF
🤹‍♂️,Giocoliere Uomo,U+1F939 U+200D U+2642 U+FE0F
🤹🏻‍♂️,Giocoliere Uomo Carnagione Chiara,U+1F939 U+1F3FB U+200D U+2642 U+FE0F
🤹🏼‍♂️,Giocoliere Uomo Carnagione Abbastanza Chiara,U+1F939 U+1F3FC U+200D U+2642 U+FE0F
🤹🏽‍♂️,Giocoliere Uomo Carnagione Olivastra,U+1F939 U+1F3FD U+200D U+2642 U+FE0F
🤹🏾‍♂️,Giocoliere Uomo Carnagione Abbastanza Scura,U+1F939 U+1F3FE U+200D U+2642 U+FE0F
🤹🏿‍♂️,Giocoliere Uomo Carnagione Scura,U+1F939 U+1F3FF U+200D U+2642 U+FE0F
🤹‍♀️,Giocoliere Donna,U+1F939 U+200D U+2640 U+FE0F
🤹🏻‍♀️,Giocoliere Donna Carnagione Chiara,U+1F939 U+1F3FB U+200D U+2640 U+FE0F
🤹🏼‍♀️,Giocoliere Donna Carnagione Abbastanza Chiara,U+1F939 U+1F3FC U+200D U+2640 U+FE0F
🤹🏽‍♀️,Giocoliere Donna Carnagione Olivastra,U+1F939 U+1F3FD U+200D U+2640 U+FE0F
🤹🏾‍♀️,Giocoliere Donna Carnagione Abbastanza Scura,U+1F939 U+1F3FE U+200D U+2640 U+FE0F
🤹🏿‍♀️,Giocoliere Donna Carnagione Scura,U+1F939 U+1F3FF U+200D U+2640 U+FE0F
🧘,Persona In Posizione Del Loto,U+1F9D8
🧘🏻,Persona In Posizione Del Loto Carnagione Chiara,U+1F9D8 U+1F3FB
🧘🏼,Persona In Posizione Del Loto Carnagione Abbastanza Chiara,U+1F9D8 U+1F3FC
🧘🏽,Persona In Posizione Del Loto Carnagione Olivastra,U+1F9D8 U+1F3FD
🧘🏾,Persona In Posizione Del Loto Carnagione Abbastanza Scura,U+1F9D8 U+1F3FE
🧘🏿,Persona In Posizione Del Loto Carnagione Scura,U+1F9D8 U+1F3FF
🧘‍♂️,Uomo In Posizione Del Loto,U+1F9D8 U+200D U+2642 U+FE0F
🧘🏻‍♂️,Uomo In Posizione Del Loto Carnagione Chiara,U+1F9D8 U+1F3FB U+200D U+2642 U+FE0F
🧘🏼‍♂️,Uomo In Posizione Del Loto Carnagione Abbastanza Chiara,U+1F9D8 U+1F3FC U+200D U+2642 U+FE0F
🧘🏽‍♂️,Uomo In Posizione Del Loto Carnagione Olivastra,U+1F9D8 U+1F3FD U+200D U+2642 U+FE0F
🧘🏾‍♂️,Uomo In Posizione Del Loto Carnagione Abbastanza Scura,U+1F9D8 U+1F3FE U+200D U+2642 U+FE0F
🧘🏿‍♂️,Uomo In Posizione Del Loto Carnagione Scura,U+1F9D8 U+1F3FF U+200D U+2642 U+FE0F
🧘‍♀️,Donna In Posizione Del Loto,U+1F9D8 U+200D U+2640 U+FE0F
🧘🏻‍♀️,Donna In Posizione Del Loto Carnagione Chiara,U+1F9D8 U+1F3FB U+200D U+2640 U+FE0F
🧘🏼‍♀️,Donna In Posizione Del Loto Carnagione Abbastanza Chiara,U+1F9D8 U+1F3FC U+200D U+2640 U+FE0F
🧘🏽‍♀️,Donna In Posizione Del Loto Carnagione Olivastra,U+1F9D8 U+1F3FD U+200D U+2640 U+FE0F
🧘🏾‍♀️,Donna In Posizione Del Loto Carnagione Abbastanza Scura,U+1F9D8 U+1F3FE U+200D U+2640 U+FE0F
🧘🏿‍♀️,Donna In Posizione Del Loto Carnagione Scura,U+1F9D8 U+1F3FF U+200D U+2640 U+FE0F
🛀,Persona Che Fa Il Bagno,U+1F6C0
🛀🏻,Persona Che Fa Il Bagno Carnagione Chiara,U+1F6C0 U+1F3FB
🛀🏼,Persona Che Fa Il Bagno Carnagione Abbastanza Chiara,U+1F6C0 U+1F3FC
🛀🏽,Persona Che Fa Il Bagno Carnagione Olivastra,U+1F6C0 U+1F3FD
🛀🏾,Persona Che Fa Il Bagno Carnagione Abbastanza Scura,U+1F6C0 U+1F3FE
🛀🏿,Persona Che Fa Il Bagno Carnagione Scura,U+1F6C0 U+1F3FF
🛌,Persona A Letto,U+1F6CC
🛌🏻,Persona A Letto Carnagione Chiara,U+1F6CC U+1F3FB
🛌🏼,Persona A Letto Carnagione Abbastanza Chiara,U+1F6CC U+1F3FC
🛌🏽,Persona A Letto Carnagione Olivastra,U+1F6CC U+1F3FD
🛌🏾,Persona A Letto Carnagione Abbastanza Scura,U+1F6CC U+1F3FE
🛌🏿,Persona A Letto Carnagione Scura,U+1F6CC U+1F3FF
🧑‍🤝‍🧑,Persone Che Si Tengono Per Mano,U+1F9D1 U+200D U+1F91D U+200D U+1F9D1
🧑🏻‍🤝‍🧑🏻,Persone Che Si Tengono Per Mano Carnagione Chiara,U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FB
🧑🏻‍🤝‍🧑🏼,Persone Che Si Tengono Per Mano Carnagione Chiara E Carnagione Abbastanza Chiara,U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FC
🧑🏻‍🤝‍🧑🏽,Persone Che Si Tengono Per Mano Carnagione Chiara E Carnagione Olivastra,U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FD
🧑🏻‍🤝‍🧑🏾,Persone Che Si Tengono Per Mano Carnagione Chiara E Carnagione Abbastanza Scura,U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FE
🧑🏻‍🤝‍🧑🏿,Persone Che Si Tengono Per Mano Carnagione Chiara E Carnagione Scura,U+1F9D1 U+1F3FB U+200D U+1F91D U+200D U+1F9D1 U+1F3FF
🧑🏼‍🤝‍🧑🏻,Persone Che Si Tengono Per Mano Carnagione Abbastanza Chiara E Carnagione Chiara,U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FB
🧑🏼‍🤝‍🧑🏼,Persone Che Si Tengono Per Mano Carnagione Abbastanza Chiara,U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FC
🧑🏼‍🤝‍🧑🏽,Persone Che Si Tengono Per Mano Carnagione Abbastanza Chiara E Carnagione Olivastra,U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FD
🧑🏼‍🤝‍🧑🏾,Persone Che Si Tengono Per Mano Carnagione Abbastanza Chiara E Carnagione Abbastanza Scura,U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FE
🧑🏼‍🤝‍🧑🏿,Persone Che Si Tengono Per Mano Carnagione Abbastanza Chiara E Carnagione Scura,U+1F9D1 U+1F3FC U+200D U+1F91D U+200D U+1F9D1 U+1F3FF
🧑🏽‍🤝‍🧑🏻,Persone Che Si Tengono Per Mano Carnagione Olivastra E Carnagione Chiara,U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FB
🧑🏽‍🤝‍🧑🏼,Persone Che Si Tengono Per Mano Carnagione Olivastra E Carnagione Abbastanza Chiara,U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FC
🧑🏽‍🤝‍🧑🏽,Persone Che Si Tengono Per Mano Carnagione Olivastra,U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FD
🧑🏽‍🤝‍🧑🏾,Persone Che Si Tengono Per Mano Carnagione Olivastra E Carnagione Abbastanza Scura,U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FE
🧑🏽‍🤝‍🧑🏿,Persone Che Si Tengono Per Mano Carnagione Olivastra E Carnagione Scura,U+1F9D1 U+1F3FD U+200D U+1F91D U+200D U+1F9D1 U+1F3FF
🧑🏾‍🤝‍🧑🏻,Persone Che Si Tengono Per Mano Carnagione Abbastanza Scura E Carnagione Chiara,U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FB
🧑🏾‍🤝‍🧑🏼,Persone Che Si Tengono Per Mano Carnagione Abbastanza Scura E Carnagione Abbastanza Chiara,U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FC
🧑🏾‍🤝‍🧑🏽,Persone Che Si Tengono Per Mano Carnagione Abbastanza Scura E Carnagione Olivastra,U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FD
🧑🏾‍🤝‍🧑🏾,Persone Che Si Tengono Per Mano Carnagione Abbastanza Scura,U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FE
🧑🏾‍🤝‍🧑🏿,Persone Che Si Tengono Per Mano Carnagione Abbastanza Scura E Carnagione Scura,U+1F9D1 U+1F3FE U+200D U+1F91D U+200D U+1F9D1 U+1F3FF
🧑🏿‍🤝‍🧑🏻,Persone Che Si Tengono Per Mano Carnagione Scura E Carnagione Chiara,U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FB
🧑🏿‍🤝‍🧑🏼,Persone Che Si Tengono Per Mano Carnagione Scura E Carnagione Abbastanza Chiara,U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FC
🧑🏿‍🤝‍🧑🏽,Persone Che Si Tengono Per Mano Carnagione Scura E Carnagione Olivastra,U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FD
🧑🏿‍🤝‍🧑🏾,Persone Che Si Tengono Per Mano Carnagione Scura E Carnagione Abbastanza Scura,U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FE
🧑🏿‍🤝‍🧑🏿,Persone Che Si Tengono Per Mano Carnagione Scura,U+1F9D1 U+1F3FF U+200D U+1F91D U+200D U+1F9D1 U+1F3FF
👭,Due Donne Che Si Tengono Per Mano,U+1F46D
👭🏻,Due Donne Che Si Tengono Per Mano Carnagione Chiara,U+1F46D U+1F3FB
👩🏻‍🤝‍👩🏼,Due Donne Che Si Tengono Per Mano Carnagione Chiara E Carnagione Abbastanza Chiara,U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FC
👩🏻‍🤝‍👩🏽,Due Donne Che Si Tengono Per Mano Carnagione Chiara E Carnagione Olivastra,U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FD
👩🏻‍🤝‍👩🏾,Due Donne Che Si Tengono Per Mano Carnagione Chiara E Carnagione Abbastanza Scura,U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FE
👩🏻‍🤝‍👩🏿,Due Donne Che Si Tengono Per Mano Carnagione Chiara E Carnagione Scura,U+1F469 U+1F3FB U+200D U+1F91D U+200D U+1F469 U+1F3FF
